name,SC_bor_SC_bor_L0063_COIF,SC_bor_SC_bor_L0086_COI,SC_bor_SC_bor_L0117_ANOSCOIF,SC_bor_SC_bor_L0224_COI,SC_bor_SC_bor_L0899_COIF,SC_bor_SC_bor_L1176_COIF,SC_bor_SC_bor_L1177_COIF,SC_dis_SC_dis_B022_COI,SC_dis_SC_dis_B023_COI,SC_dis_SC_dis_B024_COI,SC_dis_SC_dis_B025_COI,SC_dis_SC_dis_B026_COIF,SC_dis_SC_dis_B027_COIF,SC_dis_SC_dis_L236_COI,SC_dis_SC_dis_L237_COI,SC_dis_SC_dis_L239_COIF,SC_dis_SC_dis_L242_COIF,SC_dis_SC_dis_L260_COI,SC_dis_SC_dis_L261_COIF,SC_dis_SC_dis_L262_COI,SC_dis_SC_dis_L263_COI,SC_dis_SC_dis_L264_COI,SC_dis_SC_dis_L265_COIF,SC_fas_SC_fas_B011_COI,SC_fas_SC_fas_L0544_COIF,SC_fas_SC_fas_L0629_COIF,SC_fas_SC_fas_L0650_COIF,SC_fas_SC_fas_L082_COI,SC_fas_SC_fas_L0936_COIF,SC_fas_SC_fas_L0951_COI,SC_fas_SC_fas_L0968_COIF,SC_fas_SC_fas_L259_COIF,SC_fas_SC_fas_L541_COI,SC_fas_SC_fas_L542_COI,SC_fas_SC_fas_L626_COI,SC_fas_SC_fas_L698_COI,SC_fas_SC_fas_L918_COI,SC_int_SC_int_B014_COI,SC_int_SC_int_B015_COI,SC_int_SC_int_L012_COIF,SC_int_SC_int_L0217_COI,SC_int_SC_int_L1201_COIF,SC_int_SC_int_L214_COI,SC_int_SC_int_L219_COIF,SC_int_SC_int_L372_COI,SC_jac_SC_jac_L546_COI,SC_kne_SC_kne_B012_COI,SC_kne_SC_kne_L0857_COIF,SC_kne_SC_kne_L0866_COIF,SC_kne_SC_kne_L270_COIF,SC_kne_SC_kne_L361_COI,SC_kne_SC_kne_L363_COI,SC_kne_SC_kne_L365_COI,SC_nas_SC_nas_B016_COI,SC_nas_SC_nas_B017_COI,SC_nas_SC_nas_B018_COI,SC_nas_SC_nas_B019_COI,SC_nas_SC_nas_L0926_COIF,SC_nas_SC_nas_L1066_COI,SC_nas_SC_nas_L1093_ANOSCOIF,SC_nas_SC_nas_L1099_ANOSCOIF,SC_nas_SC_nas_L1100_ANOSCOIF,SC_nas_SC_nas_L1103_ANOSCOIF,SC_nas_SC_nas_L1111_ANOSCOIF,SC_nas_SC_nas_L1178_FISHF,SC_nas_SC_nas_L1179_COIF,SC_nas_SC_nas_L243_COI,SC_nas_SC_nas_L244_COIF,SC_nas_SC_nas_L245_COIF,SC_nas_SC_nas_L889_COI,SC_pla_SC_pla_B135,SC_pla_SC_pla_B136,SC_pla_SC_pla_B137,SC_pla_SC_pla_B138,SC_pla_SC_pla_B139,SC_sco_SC_sco_B156_COI,SC_sco_SC_sco_B214,SC_sco_SC_sco_L0906_COIF,SC_sco_SC_sco_L905_COI,SC_vit_SC_vit_L0613_COIF,SC_vit_SC_vit_L0750_COIF,SC_vit_SC_vit_L100_COI,SC_vit_SC_vit_L197_COIF,SC_vit_SC_vit_L205_COIF,SC_vit_SC_vit_L206_COIF,SC_vit_SC_vit_L207_COI,SC_vit_SC_vit_L208_COIF,SC_vit_SC_vit_L209_COIF,SC_vit_SC_vit_L380_COI,SC_vit_SC_vit_L558_COI,SC_vit_SC_vit_L733_COIF
SC_fas_SC_fas_L0650_COIF,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_fas_SC_fas_L082_COI,3.10864,2.94375,3.10864,3.10864,3.10864,2.94375,2.94029,5.535,5.535,5.535,5.535,5.54225,5.43082,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,0.32,0.15974,0.32,0.32,0.0,0.0,0.32,0.32,0.48077,0.32,0.32,0.32,0.32,0.32,2.94029,2.94029,2.94029,2.94029,2.94029,2.94029,2.94029,3.1053,10.45563,9.52365,9.3987,9.42432,9.33354,9.33354,9.33354,9.33354,9.33354,8.95547,8.85909,9.33354,9.33354,9.14414,9.33799,9.16109,9.1299,9.14414,9.14414,9.14414,9.72849,9.33354,9.33354,9.33354,9.33354,10.18256,10.32754,10.97077,10.73725,10.43373,4.12228,4.12228,4.64986,4.47625,2.45147,1.95147,3.12107,3.12107,3.29085,3.29085,3.29085,3.12107,3.12107,3.29085,2.61926,1.95147
SC_fas_SC_fas_L0936_COIF,3.10864,2.94375,3.10864,3.10864,3.10864,2.94375,2.94029,5.535,5.535,5.535,5.535,5.54225,5.43082,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,5.35801,0.32,0.15974,0.32,0.32,0.0,0.0,0.32,0.32,0.48077,0.32,0.32,0.32,0.32,0.32,2.94029,2.94029,2.94029,2.94029,2.94029,2.94029,2.94029,3.1053,10.45563,9.52365,9.3987,9.42432,9.33354,9.33354,9.33354,9.33354,9.33354,8.95547,8.85909,9.33354,9.33354,9.14414,9.33799,9.16109,9.1299,9.14414,9.14414,9.14414,9.72849,9.33354,9.33354,9.33354,9.33354,10.18256,10.32754,10.97077,10.73725,10.43373,4.12228,4.12228,4.64986,4.47625,2.45147,1.95147,3.12107,3.12107,3.29085,3.29085,3.29085,3.12107,3.12107,3.29085,2.61926,1.95147
SC_fas_SC_fas_L0951_COI,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_fas_SC_fas_L0968_COIF,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_fas_SC_fas_L259_COIF,2.94029,2.77568,2.94029,2.94029,2.94029,2.77568,2.7725,5.35801,5.35801,5.35801,5.35801,5.35357,5.25193,5.18164,5.535,5.18164,5.18164,5.18164,5.18164,5.18164,5.18164,5.18164,5.18164,0.15974,0.64206,0.15974,0.15974,0.48077,0.48077,0.15974,0.15974,0.0,0.15974,0.15974,0.15974,0.15974,0.15974,2.7725,2.7725,2.7725,2.7725,2.7725,2.7725,2.7725,2.93723,10.64943,9.33354,9.20786,9.22551,9.14414,9.14414,9.14414,9.14414,9.14414,8.7675,8.6697,9.14414,9.14414,8.95547,9.14494,8.96841,9.1299,8.95547,8.95547,8.95547,9.53728,9.14414,9.14414,9.14414,9.14414,10.18256,10.32754,10.97077,10.93685,10.63373,4.12228,4.12228,4.47625,4.30323,2.28425,1.7859,2.95187,2.95187,3.12107,3.12107,3.12107,2.95187,2.95187,3.12107,2.45147,1.7859
SC_fas_SC_fas_L541_COI,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_fas_SC_fas_L542_COI,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_fas_SC_fas_L626_COI,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_fas_SC_fas_L698_COI,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_fas_SC_fas_L918_COI,2.7725,2.60818,2.7725,2.7725,2.7725,2.60818,2.60528,5.18164,5.18164,5.18164,5.18164,5.1656,5.07368,5.0059,5.35801,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,5.0059,0.0,0.48077,0.0,0.0,0.32,0.32,0.0,0.0,0.15974,0.0,0.0,0.0,0.0,0.0,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.60528,2.76973,10.45563,9.14414,9.01774,9.02749,8.95547,8.95547,8.95547,8.95547,8.95547,8.58023,8.48102,8.95547,8.95547,8.7675,8.95263,8.77647,8.9303,8.7675,8.7675,8.7675,9.34681,8.95547,8.95547,8.95547,8.95547,9.98175,10.12714,10.74036,10.73725,10.43373,3.94371,3.94371,4.30323,4.13082,2.11758,1.62089,2.78323,2.78323,2.95187,2.95187,2.95187,2.78323,2.78323,2.95187,2.28425,1.62089
SC_int_SC_int_B014_COI,1.12621,0.96485,1.12621,1.12621,1.12621,0.96485,0.96388,5.69655,5.69655,5.69655,5.69655,5.72247,5.77402,5.16745,5.51956,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,2.60528,3.10864,2.60528,2.60528,2.94029,2.94029,2.60528,2.60528,2.7725,2.60528,2.60528,2.60528,2.60528,2.60528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968,9.85315,9.33354,9.3987,9.60964,9.14414,9.14414,9.14414,9.14414,9.30835,8.9317,8.83554,9.30835,9.30835,9.11967,9.50549,9.1362,9.50452,9.11967,9.11967,9.11967,9.48546,9.30835,9.30835,9.30835,9.30835,9.17449,9.50589,10.07146,10.11621,9.6165,4.11234,4.11234,4.46531,4.2929,2.43861,2.2725,3.44314,3.1053,3.44314,3.61292,3.44314,3.44314,3.44314,3.61292,2.60528,2.2725
SC_int_SC_int_B015_COI,1.12621,0.96485,1.12621,1.12621,1.12621,0.96485,0.96388,5.69655,5.69655,5.69655,5.69655,5.72247,5.77402,5.16745,5.51956,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,2.60528,3.10864,2.60528,2.60528,2.94029,2.94029,2.60528,2.60528,2.7725,2.60528,2.60528,2.60528,2.60528,2.60528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968,9.85315,9.33354,9.3987,9.60964,9.14414,9.14414,9.14414,9.14414,9.30835,8.9317,8.83554,9.30835,9.30835,9.11967,9.50549,9.1362,9.50452,9.11967,9.11967,9.11967,9.48546,9.30835,9.30835,9.30835,9.30835,9.17449,9.50589,10.07146,10.11621,9.6165,4.11234,4.11234,4.46531,4.2929,2.43861,2.2725,3.44314,3.1053,3.44314,3.61292,3.44314,3.44314,3.44314,3.61292,2.60528,2.2725
SC_int_SC_int_L012_COIF,1.12621,0.96485,1.12621,1.12621,1.12621,0.96485,0.96388,5.69655,5.69655,5.69655,5.69655,5.72247,5.77402,5.16745,5.51956,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,2.60528,3.10864,2.60528,2.60528,2.94029,2.94029,2.60528,2.60528,2.7725,2.60528,2.60528,2.60528,2.60528,2.60528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968,9.85315,9.33354,9.3987,9.60964,9.14414,9.14414,9.14414,9.14414,9.30835,8.9317,8.83554,9.30835,9.30835,9.11967,9.50549,9.1362,9.50452,9.11967,9.11967,9.11967,9.48546,9.30835,9.30835,9.30835,9.30835,9.17449,9.50589,10.07146,10.11621,9.6165,4.11234,4.11234,4.46531,4.2929,2.43861,2.2725,3.44314,3.1053,3.44314,3.61292,3.44314,3.44314,3.44314,3.61292,2.60528,2.2725
SC_int_SC_int_L0217_COI,1.12621,0.96485,1.12621,1.12621,1.12621,0.96485,0.96388,5.69655,5.69655,5.69655,5.69655,5.72247,5.77402,5.16745,5.51956,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,2.60528,3.10864,2.60528,2.60528,2.94029,2.94029,2.60528,2.60528,2.7725,2.60528,2.60528,2.60528,2.60528,2.60528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968,9.85315,9.33354,9.3987,9.60964,9.14414,9.14414,9.14414,9.14414,9.30835,8.9317,8.83554,9.30835,9.30835,9.11967,9.50549,9.1362,9.50452,9.11967,9.11967,9.11967,9.48546,9.30835,9.30835,9.30835,9.30835,9.17449,9.50589,10.07146,10.11621,9.6165,4.11234,4.11234,4.46531,4.2929,2.43861,2.2725,3.44314,3.1053,3.44314,3.61292,3.44314,3.44314,3.44314,3.61292,2.60528,2.2725
SC_int_SC_int_L1201_COIF,1.12621,0.96485,1.12621,1.12621,1.12621,0.96485,0.96388,5.69655,5.69655,5.69655,5.69655,5.72247,5.77402,5.16745,5.51956,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,2.60528,3.10864,2.60528,2.60528,2.94029,2.94029,2.60528,2.60528,2.7725,2.60528,2.60528,2.60528,2.60528,2.60528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968,9.85315,9.33354,9.3987,9.60964,9.14414,9.14414,9.14414,9.14414,9.30835,8.9317,8.83554,9.30835,9.30835,9.11967,9.50549,9.1362,9.50452,9.11967,9.11967,9.11967,9.48546,9.30835,9.30835,9.30835,9.30835,9.17449,9.50589,10.07146,10.11621,9.6165,4.11234,4.11234,4.46531,4.2929,2.43861,2.2725,3.44314,3.1053,3.44314,3.61292,3.44314,3.44314,3.44314,3.61292,2.60528,2.2725
SC_int_SC_int_L214_COI,1.12621,0.96485,1.12621,1.12621,1.12621,0.96485,0.96388,5.69655,5.69655,5.69655,5.69655,5.72247,5.77402,5.16745,5.51956,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,2.60528,3.10864,2.60528,2.60528,2.94029,2.94029,2.60528,2.60528,2.7725,2.60528,2.60528,2.60528,2.60528,2.60528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968,9.85315,9.33354,9.3987,9.60964,9.14414,9.14414,9.14414,9.14414,9.30835,8.9317,8.83554,9.30835,9.30835,9.11967,9.50549,9.1362,9.50452,9.11967,9.11967,9.11967,9.48546,9.30835,9.30835,9.30835,9.30835,9.17449,9.50589,10.07146,10.11621,9.6165,4.11234,4.11234,4.46531,4.2929,2.43861,2.2725,3.44314,3.1053,3.44314,3.61292,3.44314,3.44314,3.44314,3.61292,2.60528,2.2725
SC_int_SC_int_L219_COIF,1.12621,0.96485,1.12621,1.12621,1.12621,0.96485,0.96388,5.69655,5.69655,5.69655,5.69655,5.72247,5.77402,5.16745,5.51956,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,5.16745,2.60528,3.10864,2.60528,2.60528,2.94029,2.94029,2.60528,2.60528,2.7725,2.60528,2.60528,2.60528,2.60528,2.60528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968,9.85315,9.33354,9.3987,9.60964,9.14414,9.14414,9.14414,9.14414,9.30835,8.9317,8.83554,9.30835,9.30835,9.11967,9.50549,9.1362,9.50452,9.11967,9.11967,9.11967,9.48546,9.30835,9.30835,9.30835,9.30835,9.17449,9.50589,10.07146,10.11621,9.6165,4.11234,4.11234,4.46531,4.2929,2.43861,2.2725,3.44314,3.1053,3.44314,3.61292,3.44314,3.44314,3.44314,3.61292,2.60528,2.2725
SC_int_SC_int_L372_COI,1.28797,1.12621,1.28797,1.28797,1.28797,1.12621,1.12537,5.86645,5.86645,5.86645,5.86645,5.72247,5.77402,5.33641,5.68915,5.33641,5.33641,5.33641,5.33641,5.33641,5.33641,5.33641,5.33641,2.76973,3.27393,2.76973,2.76973,3.1053,3.1053,2.76973,2.76973,2.93723,2.76973,2.76973,2.76973,2.76973,2.76973,0.15968,0.15968,0.15968,0.15968,0.15968,0.15968,0.15968,0.0,10.03153,9.51047,9.5769,9.60964,9.32072,9.32072,9.32072,9.32072,9.48546,9.1081,9.01348,9.48546,9.48546,9.29643,9.50549,9.31676,9.50452,9.29643,9.29643,9.29643,9.66303,9.48546,9.48546,9.48546,9.48546,9.35982,9.69107,10.07146,10.29953,9.80035,4.2863,4.2863,4.63317,4.46046,2.60278,2.43639,3.60912,3.27071,3.60912,3.77919,3.60912,3.60912,3.60912,3.77919,2.76973,2.43639
SC_jac_SC_jac_L546_COI,9.47364,9.48546,9.47364,9.47364,9.47364,9.48546,9.66303,12.41028,12.41028,12.41028,12.41028,13.11505,12.5897,11.81147,12.20987,11.81147,11.81147,11.81147,11.81147,11.81147,11.81147,11.81147,11.81147,10.45563,10.26258,10.45563,10.45563,10.45563,10.45563,10.45563,10.45563,10.64943,10.45563,10.45563,10.45563,10.45563,10.45563,9.85315,9.85315,9.85315,9.85315,9.85315,9.85315,9.85315,10.03153,0.0,7.47113,7.5223,7.47094,7.28864,7.28864,7.28864,7.28864,6.74516,7.10683,6.99668,6.74516,7.10683,6.5653,6.88466,6.89655,6.97693,6.92567,6.5653,6.92567,7.64459,7.10683,7.10683,7.10683,7.10683,0.16722,0.0,0.0,0.16367,0.0,10.10881,10.10881,10.45563,10.26258,10.07027,10.26258,9.86569,9.48546,10.0569,9.67522,10.0569,9.86569,9.86569,9.67522,9.8787,10.26258
SC_kne_SC_kne_B012_COI,8.58023,8.59208,8.58023,8.58023,8.58023,8.59208,8.39366,10.08409,10.08409,10.08409,10.08409,10.41847,10.22679,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,9.14414,9.33354,9.14414,9.14414,9.52365,9.52365,9.14414,9.14414,9.33354,9.14414,9.14414,9.14414,9.14414,9.14414,9.33354,9.33354,9.33354,9.33354,9.33354,9.33354,9.33354,9.51047,7.47113,0.0,0.0,0.16722,0.15974,0.15974,0.15974,0.15974,2.27758,2.61147,2.46839,2.27758,2.61147,2.44425,2.32294,2.15702,2.23875,2.44425,2.44425,2.44425,2.60818,2.27758,2.27758,2.27758,2.61147,7.07991,7.42125,7.65507,7.2922,7.54484,8.53697,8.53697,8.9317,8.74443,9.14414,8.95547,9.13168,9.13168,8.94336,8.94336,8.94336,9.13168,9.13168,9.13168,9.33354,8.95547
SC_kne_SC_kne_L0857_COIF,8.63967,8.65168,8.63967,8.63967,8.63967,8.65168,8.4517,10.15494,10.15494,10.15494,10.15494,10.41847,10.22679,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,9.01774,9.20786,9.01774,9.01774,9.3987,9.3987,9.01774,9.01774,9.20786,9.01774,9.01774,9.01774,9.01774,9.01774,9.3987,9.3987,9.3987,9.3987,9.3987,9.3987,9.3987,9.5769,7.5223,0.0,0.0,0.16722,0.16077,0.16077,0.16077,0.16077,2.2925,2.62864,2.48474,2.2925,2.62864,2.46029,2.32294,2.17143,2.23875,2.46029,2.46029,2.46029,2.6253,2.2925,2.2925,2.2925,2.62864,7.11776,7.47417,7.65507,7.34328,7.58483,8.59827,8.59827,8.99364,8.80496,9.20786,9.01774,9.19522,9.19522,9.00546,9.00546,9.00546,9.19522,9.19522,9.19522,9.3987,9.01774
SC_kne_SC_kne_L0866_COIF,8.81754,8.83025,8.81754,8.81754,8.81754,8.83025,8.62146,10.02553,10.02553,10.02553,10.02553,10.21228,10.02553,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,9.02749,9.22551,9.02749,9.02749,9.42432,9.42432,9.02749,9.02749,9.22551,9.02749,9.02749,9.02749,9.02749,9.02749,9.60964,9.60964,9.60964,9.60964,9.60964,9.60964,9.60964,9.60964,7.47094,0.16722,0.16722,0.0,0.0,0.0,0.0,0.0,2.04131,2.38974,2.23811,2.04131,2.38974,2.21522,2.04131,1.91017,1.95083,2.21522,2.21522,2.21522,2.3863,2.04131,2.04131,2.04131,2.38974,7.04694,7.41848,7.43815,7.26993,7.49296,8.58969,8.58969,9.00178,8.80531,9.22551,9.02749,9.01439,9.01439,8.81754,8.81754,8.81754,9.01439,9.01439,9.01439,9.42432,9.02749
SC_kne_SC_kne_L270_COIF,8.39366,8.40516,8.39366,8.39366,8.39366,8.40516,8.20779,9.89215,9.89215,9.89215,9.89215,10.21228,10.03186,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.32072,7.28864,0.15974,0.16077,0.0,0.0,0.0,0.0,0.0,2.11147,2.44425,2.30004,2.11147,2.44425,2.27758,2.15345,1.98781,2.06301,2.27758,2.27758,2.27758,2.44123,2.11147,2.11147,2.11147,2.44425,6.89052,7.2315,7.43815,7.10598,7.35616,8.34392,8.34392,8.74443,8.55787,8.95547,8.7675,8.94336,8.94336,8.75574,8.75574,8.75574,8.94336,8.94336,8.94336,9.14414,8.7675
SC_kne_SC_kne_L361_COI,8.39366,8.40516,8.39366,8.39366,8.39366,8.40516,8.20779,9.89215,9.89215,9.89215,9.89215,10.21228,10.03186,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.32072,7.28864,0.15974,0.16077,0.0,0.0,0.0,0.0,0.0,2.11147,2.44425,2.30004,2.11147,2.44425,2.27758,2.15345,1.98781,2.06301,2.27758,2.27758,2.27758,2.44123,2.11147,2.11147,2.11147,2.44425,6.89052,7.2315,7.43815,7.10598,7.35616,8.34392,8.34392,8.74443,8.55787,8.95547,8.7675,8.94336,8.94336,8.75574,8.75574,8.75574,8.94336,8.94336,8.94336,9.14414,8.7675
SC_kne_SC_kne_L363_COI,8.39366,8.40516,8.39366,8.39366,8.39366,8.40516,8.20779,9.89215,9.89215,9.89215,9.89215,10.21228,10.03186,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.32072,7.28864,0.15974,0.16077,0.0,0.0,0.0,0.0,0.0,2.11147,2.44425,2.30004,2.11147,2.44425,2.27758,2.15345,1.98781,2.06301,2.27758,2.27758,2.27758,2.44123,2.11147,2.11147,2.11147,2.44425,6.89052,7.2315,7.43815,7.10598,7.35616,8.34392,8.34392,8.74443,8.55787,8.95547,8.7675,8.94336,8.94336,8.75574,8.75574,8.75574,8.94336,8.94336,8.94336,9.14414,8.7675
