name,MOTU_1_LS_muy_L913,MOTU_1_LS_muy_L914,MOTU_1_LS_muy_L915,MOTU_2_LS_afmuy_L907,MOTU_3_LS_brn_L930,MOTU_3_LS_brn_L931,MOTU_3_LS_brn_L932,MOTU_4_LS_gar_L293,MOTU_4_LS_gar_L294,MOTU_4_LS_gar_L295,MOTU_4_LS_gar_L296,MOTU_4_LS_gar_L298,MOTU_5_LS_aftri_L179,MOTU_5_LS_aftri_L180,MOTU_5_LS_aftri_L182,MOTU_6_LS_afcon_L286,MOTU_6_LS_afcon_L291,MOTU_6_LS_afcon_L292,MOTU_6_LS_afcon_L820,MOTU_7_LS_con_L210,MOTU_7_LS_con_L211,MOTU_8_LS_tri_L519,MOTU_8_LS_tri_L618,MOTU_8_LS_tri_L621,MOTU_8_LS_tri_L690,MOTU_8_LS_tri_L955,MOTU_9_LS_obt_B074,MOTU_9_LS_obt_B075,MOTU_9_LS_obt_B077,MOTU_9_LS_obt_B100,MOTU_9_LS_obt_B101,MOTU_9_LS_obt_B102,MOTU_9_LS_obt_B103,MOTU_9_LS_obt_L004,MOTU_9_LS_obt_L007,MOTU_9_LS_obt_L008,MOTU_9_LS_obt_L009,MOTU_9_LS_obt_L013,MOTU_9_LS_obt_L016,MOTU_9_LS_obt_L282,MOTU_9_LS_obt_L283,MOTU_9_LS_obt_L547,MOTU_9_LS_obt_L548,MOTU_10_LS_elo_L1041,MOTU_10_LS_elo_L1046,MOTU_10_LS_elo_L1047,MOTU_10_LS_elo_L287,MOTU_10_LS_elo_L300,MOTU_10_LS_elo_L305,MOTU_10_LS_elo_L307,MOTU_10_LS_elo_L308,MOTU_10_LS_elo_L309,MOTU_11_LS_sp08_B031,MOTU_11_LS_sp08_B070,MOTU_11_LS_sp08_B071,MOTU_11_LS_sp08_B090,MOTU_11_LS_sp08_L253,MOTU_11_LS_sp08_L266,MOTU_11_LS_sp08_L267,MOTU_11_LS_sp08_L268,MOTU_11_LS_sp08_L269,MOTU_11_LS_sp08_L314,MOTU_11_LS_sp08_L315,MOTU_11_LS_sp08_L316,MOTU_11_LS_sp08_L320,MOTU_12_LS_sil_L084,MOTU_13_LS_macR_B061,MOTU_13_LS_macR_B086,MOTU_13_LS_macR_B087,MOTU_13_LS_macR_B088,MOTU_13_LS_macR_B089,MOTU_14_LS_mac_B082,MOTU_14_LS_mac_L083,MOTU_14_LS_mac_L085,MOTU_14_LS_mac_L178,MOTU_14_LS_mac_L212,MOTU_14_LS_mac_L225,MOTU_14_LS_mac_L290,MOTU_14_LS_mac_L890,MOTU_14_LS_mac_L891,MOTU_15_LS_afrei_L773,MOTU_15_LS_afrei_L777,MOTU_15_LS_afrei_L778,MOTU_15_LS_afrei_L779,MOTU_16_LS_rei_B072,MOTU_16_LS_rei_B073,MOTU_16_LS_rei_L338,MOTU_16_LS_rei_L339,MOTU_16_LS_rei_L341,MOTU_16_LS_rei_L342,MOTU_16_LS_rei_L343,MOTU_16_LS_rei_L353,MOTU_16_LS_rei_L355,MOTU_17_LS_piv2_B140,MOTU_17_LS_piv2_B141,MOTU_17_LS_piv2_B142,MOTU_17_LS_piv2_B144,MOTU_18_LS_piv_B060,MOTU_18_LS_piv_B076,MOTU_18_LS_piv_B078,MOTU_18_LS_piv_B093,MOTU_18_LS_piv_B094,MOTU_18_LS_piv_B095,MOTU_18_LS_piv_B096,MOTU_18_LS_piv_B097,MOTU_18_LS_piv_B098,MOTU_18_LS_piv_B099,MOTU_18_LS_piv_L002,MOTU_18_LS_piv_L003,MOTU_18_LS_piv_L005,MOTU_18_LS_piv_L006,MOTU_18_LS_piv_L010,MOTU_18_LS_piv_L011,MOTU_18_LS_piv_L014,MOTU_18_LS_piv_L284,MOTU_18_LS_piv_L371
MOTU_7_LS_con_L211,11.95316,11.95316,11.95316,11.02352,8.24039,8.24039,8.24039,8.24039,8.24039,8.24039,8.24039,8.24039,11.5566,11.5566,11.5566,3.98825,3.98825,3.98825,3.98825,0.0,0.0,11.38359,11.38359,11.38359,11.38359,11.38359,6.90663,6.90663,6.90663,7.08649,7.26682,7.26682,7.26682,6.90663,6.90663,7.09675,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,6.90663,7.09675,6.90663,6.90663,6.90663,6.90663,6.90663,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,5.6036,9.22274,11.14676,11.14676,11.14676,11.14676,11.14676,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,11.21177,6.51938,6.51938,6.51938,6.51938,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,6.89674,7.84154,8.03459,8.03459,8.03459,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.45766,7.45766,7.45766,7.45766,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697,7.27697
MOTU_8_LS_tri_L519,13.81235,13.81235,13.81235,7.47916,14.47992,14.47992,14.47992,13.1923,13.1923,13.1923,13.1923,13.1923,6.33176,6.33176,6.33176,10.36523,10.36523,10.36523,10.36523,11.38359,11.38359,0.0,0.0,0.0,0.0,0.0,13.63753,13.63753,13.63753,13.83197,14.02694,14.02694,13.81235,13.63753,13.63753,13.85212,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,12.36896,12.36896,12.36896,12.57816,12.36896,12.36896,12.36896,12.36896,12.36896,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,13.40461,6.33176,6.33176,6.33176,6.33176,6.33176,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,9.73822,9.73822,9.73822,9.73822,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,12.96307,12.96307,12.96307,12.96307,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.33545,12.33545,12.33545,12.33545,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404
MOTU_8_LS_tri_L618,13.81235,13.81235,13.81235,7.47916,14.47992,14.47992,14.47992,13.1923,13.1923,13.1923,13.1923,13.1923,6.33176,6.33176,6.33176,10.36523,10.36523,10.36523,10.36523,11.38359,11.38359,0.0,0.0,0.0,0.0,0.0,13.63753,13.63753,13.63753,13.83197,14.02694,14.02694,13.81235,13.63753,13.63753,13.85212,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,12.36896,12.36896,12.36896,12.57816,12.36896,12.36896,12.36896,12.36896,12.36896,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,13.40461,6.33176,6.33176,6.33176,6.33176,6.33176,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,9.73822,9.73822,9.73822,9.73822,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,12.96307,12.96307,12.96307,12.96307,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.33545,12.33545,12.33545,12.33545,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404
MOTU_8_LS_tri_L621,13.81235,13.81235,13.81235,7.47916,14.47992,14.47992,14.47992,13.1923,13.1923,13.1923,13.1923,13.1923,6.33176,6.33176,6.33176,10.36523,10.36523,10.36523,10.36523,11.38359,11.38359,0.0,0.0,0.0,0.0,0.0,13.63753,13.63753,13.63753,13.83197,14.02694,14.02694,13.81235,13.63753,13.63753,13.85212,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,12.36896,12.36896,12.36896,12.57816,12.36896,12.36896,12.36896,12.36896,12.36896,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,13.40461,6.33176,6.33176,6.33176,6.33176,6.33176,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,9.73822,9.73822,9.73822,9.73822,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,12.96307,12.96307,12.96307,12.96307,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.33545,12.33545,12.33545,12.33545,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404
MOTU_8_LS_tri_L690,13.81235,13.81235,13.81235,7.47916,14.47992,14.47992,14.47992,13.1923,13.1923,13.1923,13.1923,13.1923,6.33176,6.33176,6.33176,10.36523,10.36523,10.36523,10.36523,11.38359,11.38359,0.0,0.0,0.0,0.0,0.0,13.63753,13.63753,13.63753,13.83197,14.02694,14.02694,13.81235,13.63753,13.63753,13.85212,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,12.36896,12.36896,12.36896,12.57816,12.36896,12.36896,12.36896,12.36896,12.36896,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,13.40461,6.33176,6.33176,6.33176,6.33176,6.33176,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,9.73822,9.73822,9.73822,9.73822,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,12.96307,12.96307,12.96307,12.96307,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.33545,12.33545,12.33545,12.33545,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404
MOTU_8_LS_tri_L955,13.81235,13.81235,13.81235,7.47916,14.47992,14.47992,14.47992,13.1923,13.1923,13.1923,13.1923,13.1923,6.33176,6.33176,6.33176,10.36523,10.36523,10.36523,10.36523,11.38359,11.38359,0.0,0.0,0.0,0.0,0.0,13.63753,13.63753,13.63753,13.83197,14.02694,14.02694,13.81235,13.63753,13.63753,13.85212,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,12.36896,12.36896,12.36896,12.57816,12.36896,12.36896,12.36896,12.36896,12.36896,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,11.96983,13.40461,6.33176,6.33176,6.33176,6.33176,6.33176,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,4.51779,9.73822,9.73822,9.73822,9.73822,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,9.34296,12.96307,12.96307,12.96307,12.96307,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.33545,12.33545,12.33545,12.33545,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404,12.14404
MOTU_9_LS_obt_B074,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_B075,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_B077,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_B100,14.24246,14.24246,14.24246,13.25024,7.6833,7.6833,7.6833,8.07089,8.07089,8.07089,8.07089,8.07089,14.22246,14.22246,14.22246,7.27697,7.27697,7.27697,7.27697,7.08649,7.08649,13.83197,13.83197,13.83197,13.83197,13.83197,0.16688,0.16688,0.16688,0.0,0.16688,0.16688,0.16688,0.16688,0.16688,0.3341,0.16688,0.16688,0.16688,0.16688,0.16688,0.16688,0.16688,3.79027,3.79027,3.79027,3.96948,3.79027,3.79027,3.79027,3.79027,3.79027,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,3.26099,6.53821,12.9458,12.56071,12.56071,12.56071,12.56071,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,13.44362,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,7.85279,5.78088,5.5957,5.5957,5.5957,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,5.04422,5.04422,5.04422,5.04422,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829,4.86829
MOTU_9_LS_obt_B101,14.43844,14.43844,14.43844,13.44362,7.67147,7.67147,7.67147,8.25287,8.25287,8.25287,8.25287,8.25287,14.41852,14.41852,14.41852,7.45766,7.45766,7.45766,7.45766,7.26682,7.26682,14.02694,14.02694,14.02694,14.02694,14.02694,0.33417,0.33417,0.33417,0.16688,0.0,0.33417,0.33417,0.33417,0.33417,0.50167,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,3.96411,3.96411,3.96411,4.14364,3.96411,3.96411,3.96411,3.96411,3.96411,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,6.71724,12.92905,12.54379,12.54379,12.54379,12.54379,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,5.95862,5.77309,5.77309,5.77309,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.2206,5.2206,5.2206,5.2206,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422
MOTU_9_LS_obt_B102,14.43844,14.43844,14.43844,13.44362,7.86452,7.86452,7.86452,8.25287,8.25287,8.25287,8.25287,8.25287,14.41852,14.41852,14.41852,7.45766,7.45766,7.45766,7.45766,7.26682,7.26682,14.02694,14.02694,14.02694,14.02694,14.02694,0.33417,0.33417,0.33417,0.16688,0.33417,0.0,0.33417,0.33417,0.33417,0.50167,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,3.96411,3.96411,3.96411,4.14364,3.96411,3.96411,3.96411,3.96411,3.96411,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,6.71724,13.13913,12.75299,12.75299,12.75299,12.75299,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,13.63753,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,8.03459,5.95862,5.77309,5.77309,5.77309,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.2206,5.2206,5.2206,5.2206,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422
MOTU_9_LS_obt_B103,14.43844,14.43844,14.43844,13.2304,7.86452,7.86452,7.86452,8.25287,8.25287,8.25287,8.25287,8.25287,14.203,14.203,14.203,7.26682,7.26682,7.26682,7.26682,7.26682,7.26682,13.81235,13.81235,13.81235,13.81235,13.81235,0.33417,0.33417,0.33417,0.16688,0.33417,0.33417,0.0,0.33417,0.33417,0.50167,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,0.33417,3.96411,3.96411,3.96411,4.14364,3.96411,3.96411,3.96411,3.96411,3.96411,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,3.43376,6.52856,12.92905,12.54379,12.54379,12.54379,12.54379,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,13.42385,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,7.84154,5.95862,5.77309,5.77309,5.77309,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.2206,5.2206,5.2206,5.2206,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422,5.04422
MOTU_9_LS_obt_L004,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_L007,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_L008,14.263,14.263,14.263,13.27061,7.6956,7.6956,7.6956,8.08395,8.08395,8.08395,8.08395,8.08395,13.81235,13.81235,13.81235,7.28759,7.28759,7.28759,7.28759,7.09675,7.09675,13.85212,13.85212,13.85212,13.85212,13.85212,0.16695,0.16695,0.16695,0.3341,0.50167,0.50167,0.50167,0.16695,0.16695,0.0,0.16695,0.16695,0.16695,0.16695,0.16695,0.16695,0.16695,3.79576,3.79576,3.79576,3.97529,3.79576,3.79576,3.79576,3.79576,3.79576,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,3.26597,6.54832,12.96307,12.96307,12.96307,12.96307,12.96307,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,13.46391,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,7.86452,5.78913,5.6036,5.6036,5.6036,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,5.05111,5.05111,5.05111,5.05111,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753,4.8753
MOTU_9_LS_obt_L009,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_L013,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_L016,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
MOTU_9_LS_obt_L282,14.04702,14.04702,14.04702,13.05739,7.50255,7.50255,7.50255,7.8894,7.8894,7.8894,7.8894,7.8894,14.02694,14.02694,14.02694,7.09675,7.09675,7.09675,7.09675,6.90663,6.90663,13.63753,13.63753,13.63753,13.63753,13.63753,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,6.35964,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282
